gender,age,person_id,became_member_on,income,age_units10,age_units5,join_year,join_month,join_day,now,join_period,income_rank,total_buy
M,53,c4ebf59d90,2018-06-08,81000.0,50,50,2018,6,8,2021-07-26,1144,income_2th,124.5
M,58,0f45882b7e,2015-09-15,75000.0,50,55,2015,9,15,2021-07-26,2141,income_3th,190.67000000000002
F,58,c7432bfcf7,2016-08-08,85000.0,50,55,2016,8,8,2021-07-26,1813,income_2th,125.11999999999999
M,66,d73856001b,2018-07-22,60000.0,60,65,2018,7,22,2021-07-26,1100,income_3th,198.03000000000003
M,51,17804e6e49,2016-08-08,63000.0,50,50,2016,8,8,2021-07-26,1813,income_3th,185.72000000000003
M,56,2d3c956111,2018-07-11,66000.0,50,55,2018,7,11,2021-07-26,1111,income_3th,20.119999999999997
F,58,b7dca38b21,2016-06-17,109000.0,50,55,2016,6,17,2021-07-26,1865,income_1th,59.0
M,21,8c623041aa,2017-12-10,72000.0,20,20,2017,12,10,2021-07-26,1324,income_3th,1.39
M,48,6cacb0af4f,2016-12-20,83000.0,40,45,2016,12,20,2021-07-26,1679,income_2th,259.63
M,73,6d205d5d2c,2016-10-27,97000.0,70,70,2016,10,27,2021-07-26,1733,income_2th,205.20999999999998
F,61,e1f1c53887,2017-08-17,33000.0,60,60,2017,8,17,2021-07-26,1439,income_4th,37.72
F,24,129a51fbc0,2017-10-28,73000.0,20,20,2017,10,28,2021-07-26,1367,income_3th,186.36
F,53,eb1c40b0ca,2017-09-22,43000.0,50,50,2017,9,22,2021-07-26,1403,income_4th,26.38
M,68,379c3d1888,2013-12-10,87000.0,60,65,2013,12,10,2021-07-26,2785,income_2th,191.58999999999997
M,76,736b9b5400,2017-09-11,39000.0,70,75,2017,9,11,2021-07-26,1414,income_4th,12.58
M,58,ea56b54dcc,2016-11-14,86000.0,50,55,2016,11,14,2021-07-26,1715,income_2th,72.6
F,51,29b68d3623,2018-02-12,116000.0,50,50,2018,2,12,2021-07-26,1260,income_1th,94.92
M,60,ce1d59f272,2016-12-18,45000.0,60,60,2016,12,18,2021-07-26,1681,income_4th,22.849999999999998
M,80,0e7f9c7757,2014-03-30,51000.0,80,80,2014,3,30,2021-07-26,2675,income_3th,142.33
M,54,72cb17e8c7,2017-06-02,57000.0,50,50,2017,6,2,2021-07-26,1515,income_3th,44.71000000000001
F,70,9bdcc054e9,2017-10-17,57000.0,70,70,2017,10,17,2021-07-26,1378,income_3th,46.45
F,65,1d324572a0,2017-12-05,87000.0,60,65,2017,12,5,2021-07-26,1329,income_2th,952.02
M,56,39a967f20d,2018-05-07,88000.0,50,55,2018,5,7,2021-07-26,1176,income_2th,50.46
F,60,e1dc0583e0,2018-05-04,78000.0,60,60,2018,5,4,2021-07-26,1179,income_2th,109.0
M,57,a8408d265e,2017-06-26,61000.0,50,55,2017,6,26,2021-07-26,1491,income_3th,186.01999999999998
F,30,af573e631a,2017-07-28,65000.0,30,30,2017,7,28,2021-07-26,1459,income_3th,15.35
M,69,1ece3bb342,2018-01-22,80000.0,60,65,2018,1,22,2021-07-26,1281,income_2th,17.01
F,50,58e34617d7,2017-09-12,107000.0,50,50,2017,9,12,2021-07-26,1413,income_1th,186.94
F,59,b1ca76c50c,2017-09-16,96000.0,50,55,2017,9,16,2021-07-26,1409,income_2th,76.51
M,37,db7879bc8f,2017-11-25,49000.0,30,35,2017,11,25,2021-07-26,1339,income_4th,2.14
F,67,523e4e3103,2018-04-29,62000.0,60,65,2018,4,29,2021-07-26,1184,income_3th,6.989999999999999
F,54,3f5dc181f3,2018-05-01,81000.0,50,50,2018,5,1,2021-07-26,1182,income_2th,157.07999999999998
M,26,af4843b349,2017-11-11,74000.0,20,25,2017,11,11,2021-07-26,1353,income_3th,25.36
M,29,44960a76fc,2018-05-10,67000.0,20,25,2018,5,10,2021-07-26,1173,income_3th,269.59999999999997
O,79,a8391d0ebd,2015-10-21,57000.0,70,75,2015,10,21,2021-07-26,2105,income_3th,180.06
F,55,bde68ea39f,2016-04-19,78000.0,50,55,2016,4,19,2021-07-26,1924,income_2th,197.56
M,67,c79f517e43,2017-10-02,44000.0,60,65,2017,10,2,2021-07-26,1393,income_4th,13.620000000000001
M,44,d88b4dbc2f,2018-05-04,38000.0,40,40,2018,5,4,2021-07-26,1179,income_4th,5.17
M,37,8c03c9716f,2018-05-01,39000.0,30,35,2018,5,1,2021-07-26,1182,income_4th,3.4299999999999997
F,69,2f62fe8c53,2016-01-01,73000.0,60,65,2016,1,1,2021-07-26,2033,income_3th,946.98
F,40,c7c7c87a97,2016-05-01,61000.0,40,40,2016,5,1,2021-07-26,1912,income_3th,307.97
F,41,0ae565c6eb,2016-02-11,54000.0,40,40,2016,2,11,2021-07-26,1992,income_3th,226.12
M,37,5d02e48e7b,2018-05-29,71000.0,30,35,2018,5,29,2021-07-26,1154,income_3th,32.92999999999999
M,19,f760c17c8e,2018-01-07,65000.0,10,15,2018,1,7,2021-07-26,1296,income_3th,6.96
F,33,0dd96a99c8,2017-03-25,51000.0,30,30,2017,3,25,2021-07-26,1584,income_3th,157.8
M,56,f8a59176e4,2016-01-23,49000.0,50,55,2016,1,23,2021-07-26,2011,income_4th,89.63999999999999
M,82,3d9147dad3,2017-11-16,40000.0,80,80,2017,11,16,2021-07-26,1348,income_4th,15.379999999999999
F,69,7e684e29d5,2018-06-14,80000.0,60,65,2018,6,14,2021-07-26,1138,income_2th,77.07
M,53,9f9eb9386d,2018-02-20,57000.0,50,50,2018,2,20,2021-07-26,1252,income_3th,53.83
F,29,3c08c9c72b,2018-01-27,43000.0,20,25,2018,1,27,2021-07-26,1276,income_4th,12.93
M,63,e633a5cfcd,2018-01-10,31000.0,60,60,2018,1,10,2021-07-26,1293,income_4th,9.52
F,48,98c1b918a5,2017-10-08,56000.0,40,45,2017,10,8,2021-07-26,1387,income_3th,147.2
F,48,9766bd644a,2018-06-05,58000.0,40,45,2018,6,5,2021-07-26,1147,income_3th,41.980000000000004
M,58,53ea5c4a16,2016-01-10,71000.0,50,55,2016,1,10,2021-07-26,2024,income_3th,70.84
F,72,172078490b,2017-09-20,87000.0,70,70,2017,9,20,2021-07-26,1405,income_2th,71.95
M,28,c9c0e595d6,2013-10-08,40000.0,20,25,2013,10,8,2021-07-26,2848,income_4th,57.02
M,53,086f6cec7c,2018-03-01,32000.0,50,50,2018,3,1,2021-07-26,1243,income_4th,10.459999999999999
F,68,90dfdd37a8,2015-09-06,105000.0,60,65,2015,9,6,2021-07-26,2150,income_1th,117.55000000000001
F,69,0bd0abaa6f,2016-10-03,73000.0,60,65,2016,10,3,2021-07-26,1757,income_3th,175.81
M,77,9acbb111ba,2014-07-20,44000.0,70,75,2014,7,20,2021-07-26,2563,income_4th,13.599999999999998
M,27,a13d12b423,2017-11-29,45000.0,20,25,2017,11,29,2021-07-26,1335,income_4th,32.91
M,57,9d9762e2f5,2017-09-23,104000.0,50,55,2017,9,23,2021-07-26,1402,income_1th,168.08999999999997
F,76,76d3f11f0c,2017-12-10,65000.0,70,75,2017,12,10,2021-07-26,1324,income_3th,13.84
F,29,b94aefa759,2016-02-26,56000.0,20,25,2016,2,26,2021-07-26,1977,income_3th,136.2
F,54,9da8d70d1c,2017-08-29,87000.0,50,50,2017,8,29,2021-07-26,1427,income_2th,158.43
F,58,686337f3cd,2017-02-04,86000.0,50,55,2017,2,4,2021-07-26,1633,income_2th,226.27999999999997
F,89,8de27665b1,2018-05-07,100000.0,80,85,2018,5,7,2021-07-26,1176,income_2th,21.07
M,45,6f4a8b6d5c,2014-06-30,54000.0,40,45,2014,6,30,2021-07-26,2583,income_3th,53.44999999999999
O,55,be169db479,2015-10-13,63000.0,50,55,2015,10,13,2021-07-26,2113,income_3th,189.92999999999998
M,20,fac3b68123,2018-05-26,41000.0,20,20,2018,5,26,2021-07-26,1157,income_4th,85.69999999999999
M,52,b88d5bca2d,2017-11-18,56000.0,50,50,2017,11,18,2021-07-26,1346,income_3th,13.68
F,62,83050d3e8f,2017-01-30,120000.0,60,60,2017,1,30,2021-07-26,1638,income_1th,245.8
F,77,09bed795bc,2016-05-25,109000.0,70,75,2016,5,25,2021-07-26,1888,income_1th,228.07000000000002
F,60,ce5d2d20e9,2017-06-14,85000.0,60,60,2017,6,14,2021-07-26,1503,income_2th,180.82999999999998
M,48,7b16ed6d6a,2017-04-28,53000.0,40,45,2017,4,28,2021-07-26,1550,income_3th,171.55
M,61,ebc3aaf34b,2016-09-23,55000.0,60,60,2016,9,23,2021-07-26,1767,income_3th,143.94
M,29,2dbab8bd18,2018-05-10,53000.0,20,25,2018,5,10,2021-07-26,1173,income_3th,19.71
M,71,3889324c08,2015-05-20,38000.0,70,70,2015,5,20,2021-07-26,2259,income_4th,31.560000000000002
M,53,f7178f6391,2018-05-06,49000.0,50,50,2018,5,6,2021-07-26,1177,income_4th,16.619999999999997
M,83,8c54f66573,2016-08-04,90000.0,80,80,2016,8,4,2021-07-26,1817,income_2th,163.13
F,53,0ac4cc504d,2017-07-26,87000.0,50,50,2017,7,26,2021-07-26,1461,income_2th,186.39
F,67,12b94bd157,2015-10-28,109000.0,60,65,2015,10,28,2021-07-26,2098,income_1th,275.6
M,53,baa8971400,2015-07-25,86000.0,50,50,2015,7,25,2021-07-26,2193,income_2th,164.63
M,39,9066980ec7,2017-10-19,58000.0,30,35,2017,10,19,2021-07-26,1376,income_3th,9.759999999999998
M,66,a9bbadc2f6,2016-08-10,90000.0,60,65,2016,8,10,2021-07-26,1811,income_2th,252.59000000000003
M,72,13d3c1b446,2017-10-05,36000.0,70,70,2017,10,5,2021-07-26,1390,income_4th,16.06
F,59,aed8e306eb,2016-12-30,89000.0,50,55,2016,12,30,2021-07-26,1669,income_2th,68.18
F,75,6afa642622,2017-04-03,71000.0,70,75,2017,4,3,2021-07-26,1575,income_3th,192.41000000000003
M,77,b945adc6b8,2018-06-08,87000.0,70,75,2018,6,8,2021-07-26,1144,income_2th,152.04999999999998
F,74,7ffb919d22,2017-08-30,31000.0,70,70,2017,8,30,2021-07-26,1426,income_4th,84.02
F,68,526344b8d6,2017-10-15,84000.0,60,65,2017,10,15,2021-07-26,1380,income_2th,44.980000000000004
M,70,c34b2bbea6,2018-06-14,48000.0,70,70,2018,6,14,2021-07-26,1138,income_4th,20.47
M,34,4775a5d49f,2017-12-14,68000.0,30,30,2017,12,14,2021-07-26,1320,income_3th,41.290000000000006
M,59,38fd7e7288,2016-05-10,64000.0,50,55,2016,5,10,2021-07-26,1903,income_3th,132.8
M,58,5f15c9e297,2015-12-17,57000.0,50,55,2015,12,17,2021-07-26,2048,income_3th,52.74
F,53,fe648b0ff2,2018-03-08,73000.0,50,50,2018,3,8,2021-07-26,1236,income_3th,147.22
F,36,da37610be8,2014-04-04,31000.0,30,35,2014,4,4,2021-07-26,2670,income_4th,58.23
M,48,297b334532,2016-02-08,60000.0,40,45,2016,2,8,2021-07-26,1995,income_3th,42.74
M,71,4744cfa970,2018-05-30,119000.0,70,70,2018,5,30,2021-07-26,1153,income_1th,109.53
M,73,244b3b12df,2014-02-18,93000.0,70,70,2014,2,18,2021-07-26,2715,income_2th,117.38
M,45,3c2f772174,2017-09-17,35000.0,40,45,2017,9,17,2021-07-26,1408,income_4th,140.01000000000002
F,61,404bff404f,2016-07-18,58000.0,60,60,2016,7,18,2021-07-26,1834,income_3th,272.85
F,84,594a54b309,2016-10-17,64000.0,80,80,2016,10,17,2021-07-26,1743,income_3th,111.24000000000001
M,48,e353a8882c,2017-12-26,40000.0,40,45,2017,12,26,2021-07-26,1308,income_4th,21.560000000000002
M,62,e5c6a20a9e,2015-09-30,65000.0,60,60,2015,9,30,2021-07-26,2126,income_3th,55.09
M,34,3a912dda12,2016-08-07,55000.0,30,30,2016,8,7,2021-07-26,1814,income_3th,50.42
M,41,235b49cfcb,2017-09-14,36000.0,40,40,2017,9,14,2021-07-26,1411,income_4th,18.259999999999998
F,64,10af934bbf,2018-03-20,108000.0,60,60,2018,3,20,2021-07-26,1224,income_1th,106.39000000000001
F,62,7097889fe4,2017-10-09,59000.0,60,60,2017,10,9,2021-07-26,1386,income_3th,156.14
M,87,b66cb315b9,2018-01-28,33000.0,80,85,2018,1,28,2021-07-26,1275,income_4th,84.94999999999999
F,35,1ce8e5faa2,2017-07-20,33000.0,30,35,2017,7,20,2021-07-26,1467,income_4th,100.67999999999999
F,66,078808d49a,2018-04-23,59000.0,60,65,2018,4,23,2021-07-26,1190,income_3th,72.08
F,34,70ae0b8c6a,2016-07-12,54000.0,30,30,2016,7,12,2021-07-26,1840,income_3th,201.89
F,32,60f5adf150,2018-04-22,70000.0,30,30,2018,4,22,2021-07-26,1191,income_3th,6.4
M,55,f08d85c4f7,2015-10-22,70000.0,50,55,2015,10,22,2021-07-26,2104,income_3th,296.83000000000004
F,70,0345b2da65,2014-01-30,31000.0,70,70,2014,1,30,2021-07-26,2734,income_4th,39.45
M,58,662befefa8,2016-03-16,60000.0,50,55,2016,3,16,2021-07-26,1958,income_3th,69.91
F,43,5c36a3b1ae,2017-11-13,70000.0,40,40,2017,11,13,2021-07-26,1351,income_3th,178.28
M,41,b36bf3f9b2,2017-09-06,35000.0,40,40,2017,9,6,2021-07-26,1419,income_4th,91.42
M,73,b9856bf1eb,2017-12-28,71000.0,70,70,2017,12,28,2021-07-26,1306,income_3th,83.28
O,61,c770251c32,2016-11-02,98000.0,60,60,2016,11,2,2021-07-26,1727,income_2th,289.40999999999997
F,74,29033cded3,2016-01-03,39000.0,70,70,2016,1,3,2021-07-26,2031,income_4th,386.15
F,58,05fc000adc,2017-04-13,68000.0,50,55,2017,4,13,2021-07-26,1565,income_3th,224.45000000000002
F,80,400b0b26df,2015-08-23,38000.0,80,80,2015,8,23,2021-07-26,2164,income_4th,120.28999999999999
M,47,54f3e89d8e,2018-02-22,74000.0,40,45,2018,2,22,2021-07-26,1250,income_3th,27.45
F,60,701ad251cb,2017-12-20,92000.0,60,60,2017,12,20,2021-07-26,1314,income_2th,181.65999999999997
F,33,7a88c1b8eb,2017-04-21,51000.0,30,30,2017,4,21,2021-07-26,1557,income_3th,88.92
F,52,e4aa35b0f7,2018-06-30,41000.0,50,50,2018,6,30,2021-07-26,1122,income_4th,104.72999999999998
M,54,c55582773f,2017-08-08,119000.0,50,50,2017,8,8,2021-07-26,1448,income_1th,82.75
M,44,a7c13d08e4,2017-11-21,73000.0,40,40,2017,11,21,2021-07-26,1343,income_3th,67.44999999999999
M,39,d537607dde,2017-10-18,39000.0,30,35,2017,10,18,2021-07-26,1377,income_4th,16.96
F,27,a2b6a87946,2017-12-05,33000.0,20,25,2017,12,5,2021-07-26,1329,income_4th,119.52
F,75,b6471ab102,2015-08-07,86000.0,70,75,2015,8,7,2021-07-26,2180,income_2th,230.37
F,77,1029b283ed,2017-08-19,105000.0,70,75,2017,8,19,2021-07-26,1437,income_1th,98.52000000000001
F,33,43ae63b5a3,2018-06-13,46000.0,30,30,2018,6,13,2021-07-26,1139,income_4th,10.89
F,69,f2c038ac9e,2015-12-25,112000.0,60,65,2015,12,25,2021-07-26,2040,income_1th,125.11
F,34,3b28568258,2017-11-02,58000.0,30,30,2017,11,2,2021-07-26,1362,income_3th,215.58999999999997
F,51,34064317a1,2016-04-13,72000.0,50,50,2016,4,13,2021-07-26,1930,income_3th,182.39999999999998
M,63,fd6d4526af,2014-08-12,46000.0,60,60,2014,8,12,2021-07-26,2540,income_4th,51.040000000000006
M,47,457a42a34c,2017-10-29,50000.0,40,45,2017,10,29,2021-07-26,1366,income_4th,32.75
M,34,3b20451865,2017-11-06,44000.0,30,30,2017,11,6,2021-07-26,1358,income_4th,37.6
M,33,5bba0d9b9a,2017-10-27,46000.0,30,30,2017,10,27,2021-07-26,1368,income_4th,12.87
M,47,61cee6f526,2017-09-21,54000.0,40,45,2017,9,21,2021-07-26,1404,income_3th,18.53
F,77,7d42182778,2018-07-18,74000.0,70,75,2018,7,18,2021-07-26,1104,income_3th,225.26
M,62,6af6ebeae2,2018-07-10,41000.0,60,60,2018,7,10,2021-07-26,1112,income_4th,148.16000000000003
M,51,0305b52a24,2015-12-18,114000.0,50,50,2015,12,18,2021-07-26,2047,income_1th,127.31
F,25,acce25c39c,2015-11-21,48000.0,20,25,2015,11,21,2021-07-26,2074,income_4th,103.41
M,65,47b0147463,2017-10-21,36000.0,60,65,2017,10,21,2021-07-26,1374,income_4th,22.58
M,49,eba549a734,2014-03-12,68000.0,40,45,2014,3,12,2021-07-26,2693,income_3th,34.65
F,80,23734b1dfc,2017-12-04,52000.0,80,80,2017,12,4,2021-07-26,1330,income_3th,78.15
M,76,a7ae1cee38,2016-05-01,111000.0,70,75,2016,5,1,2021-07-26,1912,income_1th,189.72
M,56,24ffb1b73f,2018-03-18,58000.0,50,55,2018,3,18,2021-07-26,1226,income_3th,6.81
M,36,dbf3c96bcb,2016-04-24,30000.0,30,35,2016,4,24,2021-07-26,1919,income_4th,76.73
O,26,13aadd16d0,2018-01-17,36000.0,20,25,2018,1,17,2021-07-26,1286,income_4th,84.25
F,56,06d7f5abc3,2017-06-14,69000.0,50,55,2017,6,14,2021-07-26,1503,income_3th,177.9
M,66,befa139192,2017-09-03,48000.0,60,65,2017,9,3,2021-07-26,1422,income_4th,11.420000000000002
F,82,6554060879,2017-12-12,101000.0,80,80,2017,12,12,2021-07-26,1322,income_1th,134.23
F,57,25f66f03db,2018-03-25,98000.0,50,55,2018,3,25,2021-07-26,1219,income_2th,119.07000000000001
M,69,1aa26e8aea,2018-04-02,48000.0,60,65,2018,4,2,2021-07-26,1211,income_4th,12.94
M,20,10a5da9c4e,2018-03-11,33000.0,20,20,2018,3,11,2021-07-26,1233,income_4th,88.55
F,48,61a90cab1e,2018-01-23,90000.0,40,45,2018,1,23,2021-07-26,1280,income_2th,384.23
M,60,51b78fab74,2016-11-18,85000.0,60,60,2016,11,18,2021-07-26,1711,income_2th,148.28000000000003
M,39,b64b461c1e,2015-11-13,60000.0,30,35,2015,11,13,2021-07-26,2082,income_3th,587.4200000000001
M,31,147342333f,2018-05-11,70000.0,30,30,2018,5,11,2021-07-26,1172,income_3th,29.529999999999998
M,46,03c0b69b3d,2016-04-09,31000.0,40,45,2016,4,9,2021-07-26,1934,income_4th,147.05
F,76,4d36d82f29,2016-01-06,82000.0,70,75,2016,1,6,2021-07-26,2028,income_2th,170.18
F,62,cec1d23a78,2017-10-25,88000.0,60,60,2017,10,25,2021-07-26,1370,income_2th,95.3
F,55,9f2fdda661,2017-06-25,71000.0,50,55,2017,6,25,2021-07-26,1492,income_3th,337.2900000000001
F,39,c68cee330a,2016-01-15,50000.0,30,35,2016,1,15,2021-07-26,2019,income_4th,167.46
F,49,eb8236097e,2018-03-27,43000.0,40,45,2018,3,27,2021-07-26,1217,income_4th,107.32000000000001
M,57,0390715ee2,2017-10-03,60000.0,50,55,2017,10,3,2021-07-26,1392,income_3th,51.82
M,18,abdc98fc32,2016-12-29,47000.0,10,15,2016,12,29,2021-07-26,1670,income_4th,109.28999999999999
F,21,56fdfb2d2f,2016-03-25,70000.0,20,20,2016,3,25,2021-07-26,1949,income_3th,193.75
M,37,984ada73b0,2018-01-13,42000.0,30,35,2018,1,13,2021-07-26,1290,income_4th,33.51
F,64,106c1ac833,2016-03-28,87000.0,60,60,2016,3,28,2021-07-26,1946,income_2th,207.52999999999997
F,60,65df8f20c8,2017-09-06,93000.0,60,60,2017,9,6,2021-07-26,1419,income_2th,69.97
F,83,21d4070aeb,2018-04-20,89000.0,80,80,2018,4,20,2021-07-26,1193,income_2th,45.08
F,62,a0c952fc76,2017-10-10,104000.0,60,60,2017,10,10,2021-07-26,1385,income_1th,135.53
M,22,ea967850f3,2017-10-17,43000.0,20,20,2017,10,17,2021-07-26,1378,income_4th,14.43
M,46,15ce94fa75,2016-04-26,56000.0,40,45,2016,4,26,2021-07-26,1917,income_3th,99.87
M,58,f140769bf2,2017-05-28,38000.0,50,55,2017,5,28,2021-07-26,1520,income_4th,36.49
M,40,ad520f4237,2017-10-05,70000.0,40,40,2017,10,5,2021-07-26,1390,income_3th,502.23
M,49,eaa201c5a4,2016-08-18,54000.0,40,45,2016,8,18,2021-07-26,1803,income_3th,92.0
M,78,d4d584a66a,2017-10-08,74000.0,70,75,2017,10,8,2021-07-26,1387,income_3th,79.97000000000001
M,35,03637e48ff,2017-12-17,48000.0,30,35,2017,12,17,2021-07-26,1317,income_4th,98.99
M,69,73d2f55a6c,2014-11-26,92000.0,60,65,2014,11,26,2021-07-26,2434,income_2th,134.01000000000002
M,23,34e19e3dc5,2017-11-24,74000.0,20,20,2017,11,24,2021-07-26,1340,income_3th,17.58
F,18,df72761941,2013-10-07,53000.0,10,15,2013,10,7,2021-07-26,2849,income_3th,39.519999999999996
M,44,8296312262,2017-06-24,47000.0,40,40,2017,6,24,2021-07-26,1493,income_4th,55.699999999999996
M,54,ff80a43ecb,2014-02-04,57000.0,50,50,2014,2,4,2021-07-26,2729,income_3th,63.400000000000006
M,62,ce9cb5c521,2015-01-08,55000.0,60,60,2015,1,8,2021-07-26,2391,income_3th,31.61
F,42,f01a231790,2015-09-16,53000.0,40,40,2015,9,16,2021-07-26,2140,income_3th,114.56
F,97,5ca3fe3523,2017-09-29,52000.0,90,95,2017,9,29,2021-07-26,1396,income_3th,120.24999999999999
M,63,0854b236fc,2018-01-20,33000.0,60,60,2018,1,20,2021-07-26,1283,income_4th,14.629999999999999
M,32,9cbcf7c2e5,2016-06-04,53000.0,30,30,2016,6,4,2021-07-26,1878,income_3th,54.370000000000005
M,71,0f1c35c45f,2014-07-24,47000.0,70,70,2014,7,24,2021-07-26,2559,income_4th,12.53
F,30,6c4ff893f8,2018-01-08,66000.0,30,30,2018,1,8,2021-07-26,1295,income_3th,117.32
M,39,0206e1388c,2017-06-04,71000.0,30,35,2017,6,4,2021-07-26,1513,income_3th,71.95
F,65,dd2f15d322,2016-05-17,66000.0,60,65,2016,5,17,2021-07-26,1896,income_3th,321.57
M,75,ef79641ea6,2014-06-24,86000.0,70,75,2014,6,24,2021-07-26,2589,income_2th,87.35
F,44,de0945c55c,2016-03-10,100000.0,40,40,2016,3,10,2021-07-26,1964,income_2th,241.53999999999996
M,50,9304ae638b,2018-07-07,51000.0,50,50,2018,7,7,2021-07-26,1115,income_3th,69.69
M,21,94d27d5fe6,2018-07-03,43000.0,20,20,2018,7,3,2021-07-26,1119,income_4th,9.96
M,72,e18a016634,2016-06-09,56000.0,70,70,2016,6,9,2021-07-26,1873,income_3th,163.16
F,64,232aded1c7,2017-01-26,36000.0,60,60,2017,1,26,2021-07-26,1642,income_4th,68.88
F,47,d2678b66ca,2016-12-18,55000.0,40,45,2016,12,18,2021-07-26,1681,income_3th,132.79000000000002
F,71,2930ffc278,2018-01-14,85000.0,70,70,2018,1,14,2021-07-26,1289,income_2th,16.7
F,26,b91aa6f298,2016-05-17,41000.0,20,25,2016,5,17,2021-07-26,1896,income_4th,85.38000000000001
F,36,1410e1ea94,2018-04-24,35000.0,30,35,2018,4,24,2021-07-26,1189,income_4th,74.68
F,60,0cc00e05b6,2016-09-13,118000.0,60,60,2016,9,13,2021-07-26,1777,income_1th,223.25
F,49,d5059ee547,2016-08-04,53000.0,40,45,2016,8,4,2021-07-26,1817,income_3th,116.05
M,38,8d8eb830eb,2018-07-22,50000.0,30,35,2018,7,22,2021-07-26,1100,income_4th,139.11
M,45,6adfab79d9,2018-04-22,43000.0,40,45,2018,4,22,2021-07-26,1191,income_4th,18.6
M,47,533ebfc687,2017-03-29,70000.0,40,45,2017,3,29,2021-07-26,1580,income_3th,130.82000000000002
M,45,a331d5262b,2016-04-22,68000.0,40,45,2016,4,22,2021-07-26,1921,income_3th,65.44999999999999
M,55,e21713d1cb,2014-11-11,91000.0,50,55,2014,11,11,2021-07-26,2449,income_2th,277.94
F,50,daaa478470,2017-05-15,66000.0,50,50,2017,5,15,2021-07-26,1533,income_3th,62.57
M,24,67f1a9d497,2018-05-09,70000.0,20,20,2018,5,9,2021-07-26,1174,income_3th,30.07
F,51,c60af05a01,2015-08-02,119000.0,50,50,2015,8,2,2021-07-26,2185,income_1th,345.50000000000006
F,49,0252aa6f0d,2018-01-26,58000.0,40,45,2018,1,26,2021-07-26,1277,income_3th,10.36
F,60,0c8cb8d4cc,2018-01-05,78000.0,60,60,2018,1,5,2021-07-26,1298,income_2th,86.36
F,53,c391f36b80,2016-05-21,87000.0,50,50,2016,5,21,2021-07-26,1892,income_2th,253.48999999999998
F,81,e791350673,2014-06-04,94000.0,80,80,2014,6,4,2021-07-26,2609,income_2th,185.15
M,57,461f33f4bf,2018-07-01,98000.0,50,55,2018,7,1,2021-07-26,1121,income_2th,173.60000000000002
M,46,f930b6a55d,2014-07-17,58000.0,40,45,2014,7,17,2021-07-26,2566,income_3th,106.85000000000001
M,32,e3f56a5945,2018-03-01,61000.0,30,30,2018,3,1,2021-07-26,1243,income_3th,41.71
M,37,454587f835,2016-01-27,99000.0,30,35,2016,1,27,2021-07-26,2007,income_2th,232.52
F,51,a092308012,2017-08-30,86000.0,50,50,2017,8,30,2021-07-26,1426,income_2th,152.10000000000002
M,58,fac959096a,2014-03-05,67000.0,50,55,2014,3,5,2021-07-26,2700,income_3th,68.47
M,51,6d5d3deb2f,2018-06-30,65000.0,50,50,2018,6,30,2021-07-26,1122,income_3th,15.37
M,34,140d73b7ee,2018-05-20,32000.0,30,30,2018,5,20,2021-07-26,1163,income_4th,14.650000000000002
M,67,10f7af1a6e,2017-03-30,84000.0,60,65,2017,3,30,2021-07-26,1579,income_2th,1036.68
M,83,d36ea7c10f,2016-07-29,71000.0,80,80,2016,7,29,2021-07-26,1823,income_3th,37.45
F,22,13b05afb8c,2017-08-17,64000.0,20,20,2017,8,17,2021-07-26,1439,income_3th,19.77
M,44,ec70faa279,2018-02-17,43000.0,40,40,2018,2,17,2021-07-26,1255,income_4th,24.04
M,23,9b1f748c79,2018-06-28,38000.0,20,20,2018,6,28,2021-07-26,1124,income_4th,70.02
M,57,e25246eda3,2016-09-30,69000.0,50,55,2016,9,30,2021-07-26,1760,income_3th,55.51
M,45,02557fafcf,2018-04-16,43000.0,40,45,2018,4,16,2021-07-26,1197,income_4th,17.18
M,76,66a04ad46d,2016-11-23,85000.0,70,75,2016,11,23,2021-07-26,1706,income_2th,146.09
F,61,beb7f9bb10,2018-02-03,105000.0,60,60,2018,2,3,2021-07-26,1269,income_1th,31.549999999999997
F,54,435e8d4137,2018-06-02,77000.0,50,50,2018,6,2,2021-07-26,1150,income_2th,92.87
M,47,fab3921ad3,2016-02-29,62000.0,40,45,2016,2,29,2021-07-26,1974,income_3th,121.68
F,25,1fa45d0a24,2017-12-27,72000.0,20,25,2017,12,27,2021-07-26,1307,income_3th,152.31
M,58,d711ee0002,2017-03-04,54000.0,50,55,2017,3,4,2021-07-26,1605,income_3th,46.27
F,50,a9ff6647d6,2016-07-08,63000.0,50,50,2016,7,8,2021-07-26,1844,income_3th,36.019999999999996
F,36,e2ff7a79c8,2016-10-25,46000.0,30,35,2016,10,25,2021-07-26,1735,income_4th,83.48
F,55,f772418ae6,2016-12-24,71000.0,50,55,2016,12,24,2021-07-26,1675,income_3th,169.84
M,37,3a810b40b5,2018-04-20,56000.0,30,35,2018,4,20,2021-07-26,1193,income_3th,25.54
M,53,398d2fec9c,2015-12-21,87000.0,50,50,2015,12,21,2021-07-26,2044,income_2th,363.68999999999994
M,68,92eaea9385,2017-04-01,33000.0,60,65,2017,4,1,2021-07-26,1577,income_4th,30.099999999999998
M,34,0faa918444,2015-04-29,52000.0,30,30,2015,4,29,2021-07-26,2280,income_3th,70.35
F,71,3413349870,2015-12-29,98000.0,70,70,2015,12,29,2021-07-26,2036,income_2th,171.61
