gender,age,person_id,became_member_on,income,age_units10,age_units5,join_year,join_month,join_day,now,join_period
M,46,b0ebd67e70,2017-09-21,47000.0,40,45,2017,9,21,2021-07-26,1404
M,88,f47051cad4,2016-07-30,111000.0,80,85,2016,7,30,2021-07-26,1822
M,72,e293d9792a,2017-11-15,74000.0,70,70,2017,11,15,2021-07-26,1349
F,39,e69d14d68a,2014-11-14,55000.0,30,35,2014,11,14,2021-07-26,2446
M,60,b8397fc000,2015-12-29,73000.0,60,60,2015,12,29,2021-07-26,2036
M,64,f4f6298b02,2017-08-05,117000.0,60,60,2017,8,5,2021-07-26,1451
M,48,3648c1ab78,2018-06-10,40000.0,40,45,2018,6,10,2021-07-26,1142
F,49,2202161def,2018-01-22,45000.0,40,45,2018,1,22,2021-07-26,1281
F,43,b973a98bef,2017-10-26,33000.0,40,40,2017,10,26,2021-07-26,1369
M,30,281d463f31,2017-07-21,65000.0,30,30,2017,7,21,2021-07-26,1466
M,40,1f72aa0423,2016-09-16,70000.0,40,40,2016,9,16,2021-07-26,1774
M,18,ba3395366d,2014-08-20,40000.0,10,15,2014,8,20,2021-07-26,2532
F,61,c0b78b7b2a,2018-03-28,40000.0,60,60,2018,3,28,2021-07-26,1216
M,49,5cb74b1c1e,2018-06-19,72000.0,40,45,2018,6,19,2021-07-26,1133
M,69,c4c72c2014,2018-01-30,110000.0,60,65,2018,1,30,2021-07-26,1273
M,68,d1330d5ce5,2016-10-28,77000.0,60,65,2016,10,28,2021-07-26,1732
M,77,4c604cf407,2017-09-25,44000.0,70,75,2017,9,25,2021-07-26,1400
M,63,4a737483c1,2015-12-05,92000.0,60,60,2015,12,5,2021-07-26,2060
M,61,3c71d5db7a,2017-12-08,56000.0,60,60,2017,12,8,2021-07-26,1326
M,55,bb15c4ca57,2018-03-19,56000.0,50,55,2018,3,19,2021-07-26,1225
F,74,afd3e2b3a0,2017-09-08,64000.0,70,70,2017,9,8,2021-07-26,1417
M,66,6d7d3d2ca2,2014-10-31,52000.0,60,65,2014,10,31,2021-07-26,2460
F,58,25015650d5,2018-03-22,76000.0,50,55,2018,3,22,2021-07-26,1222
F,49,bc4f249b7c,2017-06-23,66000.0,40,45,2017,6,23,2021-07-26,1494
M,37,cfdecbfe6a,2016-08-03,60000.0,30,35,2016,8,3,2021-07-26,1818
F,72,53b793bee2,2013-09-02,57000.0,70,70,2013,9,2,2021-07-26,2884
F,56,26e2866577,2017-12-09,88000.0,50,55,2017,12,9,2021-07-26,1325
M,22,9ed3fb4a91,2018-02-10,64000.0,20,20,2018,2,10,2021-07-26,1262
M,59,c46baa5eb4,2018-05-07,51000.0,50,55,2018,5,7,2021-07-26,1176
M,42,bb77ce209b,2016-12-27,97000.0,40,40,2016,12,27,2021-07-26,1672
F,38,e5d9981344,2015-10-29,43000.0,30,35,2015,10,29,2021-07-26,2097
M,52,ad065d06d3,2015-12-24,61000.0,50,50,2015,12,24,2021-07-26,2041
M,37,51f706a26f,2018-03-08,64000.0,30,35,2018,3,8,2021-07-26,1236
M,44,03676dc08a,2016-11-15,83000.0,40,40,2016,11,15,2021-07-26,1714
F,59,875ee9ed0b,2017-08-10,60000.0,50,55,2017,8,10,2021-07-26,1446
O,55,d7e2dea9ed,2017-08-15,90000.0,50,55,2017,8,15,2021-07-26,1441
M,57,a80a11cd7d,2017-09-22,118000.0,50,55,2017,9,22,2021-07-26,1403
M,54,b3d1075ec0,2017-06-07,71000.0,50,50,2017,6,7,2021-07-26,1510
F,51,b6f5973f9a,2018-03-04,48000.0,50,50,2018,3,4,2021-07-26,1240
F,58,240eaede0a,2015-11-17,42000.0,50,55,2015,11,17,2021-07-26,2078
M,63,6f8fa95ae5,2018-06-15,68000.0,60,60,2018,6,15,2021-07-26,1137
M,34,5b1b4f692c,2017-11-29,66000.0,30,30,2017,11,29,2021-07-26,1335
F,63,51675276c5,2014-02-22,65000.0,60,60,2014,2,22,2021-07-26,2711
F,51,a08eae366f,2016-06-19,74000.0,50,50,2016,6,19,2021-07-26,1863
M,33,333cf5c11c,2017-08-21,31000.0,30,30,2017,8,21,2021-07-26,1435
M,37,63674022d7,2014-05-22,38000.0,30,35,2014,5,22,2021-07-26,2622
F,54,608952646f,2016-06-24,41000.0,50,50,2016,6,24,2021-07-26,1858
F,90,877ad365e4,2016-10-11,33000.0,90,90,2016,10,11,2021-07-26,1749
M,58,a95f403bdc,2018-01-30,61000.0,50,55,2018,1,30,2021-07-26,1273
F,89,a1d137224f,2017-12-13,67000.0,80,85,2017,12,13,2021-07-26,1321
F,51,a20c4cf47d,2016-02-05,72000.0,50,50,2016,2,5,2021-07-26,1998
O,53,22cabc4ec1,2018-01-04,97000.0,50,50,2018,1,4,2021-07-26,1299
M,48,9f0333c5f4,2017-02-28,57000.0,40,45,2017,2,28,2021-07-26,1609
M,27,f130699fa7,2017-05-20,73000.0,20,25,2017,5,20,2021-07-26,1528
F,38,e556caf9d9,2018-05-13,54000.0,30,35,2018,5,13,2021-07-26,1170
F,64,86af78e030,2018-03-29,98000.0,60,60,2018,3,29,2021-07-26,1215
F,60,f075c3147b,2015-09-19,113000.0,60,60,2015,9,19,2021-07-26,2137
F,51,dcdb89c01f,2013-09-13,54000.0,50,50,2013,9,13,2021-07-26,2873
F,74,48573df4fa,2018-02-24,58000.0,70,70,2018,2,24,2021-07-26,1248
M,62,74ccb76227,2018-03-18,57000.0,60,60,2018,3,18,2021-07-26,1226
F,46,bc7438e795,2016-06-17,63000.0,40,45,2016,6,17,2021-07-26,1865
F,32,cd7447bdf7,2016-05-30,53000.0,30,30,2016,5,30,2021-07-26,1883
O,77,30ab0845fe,2017-08-10,51000.0,70,75,2017,8,10,2021-07-26,1446
M,62,433615d15b,2017-07-15,69000.0,60,60,2017,7,15,2021-07-26,1472
M,30,36099f26eb,2016-09-19,39000.0,30,30,2016,9,19,2021-07-26,1771
M,73,bbf1b58545,2018-04-22,58000.0,70,70,2018,4,22,2021-07-26,1191
M,61,b03860a74c,2018-04-25,53000.0,60,60,2018,4,25,2021-07-26,1188
O,40,0011e0d4e6,2018-01-09,57000.0,40,40,2018,1,9,2021-07-26,1294
M,55,78787ca4fc,2014-07-12,39000.0,50,55,2014,7,12,2021-07-26,2571
F,52,29d98cd0cb,2016-05-18,113000.0,50,50,2016,5,18,2021-07-26,1895
M,53,565a185d08,2016-09-20,45000.0,50,50,2016,9,20,2021-07-26,1770
F,57,df1e6d50ef,2017-11-03,102000.0,50,55,2017,11,3,2021-07-26,1361
F,69,f5981e03cc,2018-02-26,115000.0,60,65,2018,2,26,2021-07-26,1246
F,18,ef5fda2aa1,2017-02-23,73000.0,10,15,2017,2,23,2021-07-26,1614
M,24,5aa21eff9e,2018-01-09,71000.0,20,20,2018,1,9,2021-07-26,1294
M,19,d054065180,2017-11-26,59000.0,10,15,2017,11,26,2021-07-26,1338
F,66,0650c7a4df,2016-07-24,113000.0,60,65,2016,7,24,2021-07-26,1828
F,43,3347e6cc27,2017-01-25,69000.0,40,40,2017,1,25,2021-07-26,1643
F,60,e46283405b,2017-06-02,116000.0,60,60,2017,6,2,2021-07-26,1515
F,50,c33fa1f8c5,2018-01-09,78000.0,50,50,2018,1,9,2021-07-26,1294
M,18,471938c318,2017-09-20,61000.0,10,15,2017,9,20,2021-07-26,1405
M,89,1936f739ed,2016-04-29,84000.0,80,85,2016,4,29,2021-07-26,1914
F,47,6c2c85ad5b,2015-08-10,30000.0,40,45,2015,8,10,2021-07-26,2177
F,21,3bfbcda65e,2017-09-20,49000.0,20,20,2017,9,20,2021-07-26,1405
F,56,97784e4285,2018-03-31,98000.0,50,55,2018,3,31,2021-07-26,1213
M,53,2399b6b4f8,2018-01-23,56000.0,50,50,2018,1,23,2021-07-26,1280
F,86,dc29b8311b,2017-03-23,95000.0,80,85,2017,3,23,2021-07-26,1586
M,62,fbfd90953e,2016-03-28,52000.0,60,60,2016,3,28,2021-07-26,1946
F,56,795d12941c,2018-04-05,55000.0,50,55,2018,4,5,2021-07-26,1208
F,60,c495a28d83,2016-11-20,82000.0,60,60,2016,11,20,2021-07-26,1709
M,18,2825186736,2013-08-08,56000.0,10,15,2013,8,8,2021-07-26,2909
M,59,b30f3bdbe2,2018-04-19,87000.0,50,55,2018,4,19,2021-07-26,1194
M,56,6b3d6732ed,2017-07-22,61000.0,50,55,2017,7,22,2021-07-26,1465
F,41,a7d1c458a2,2016-02-05,64000.0,40,40,2016,2,5,2021-07-26,1998
F,41,81a263ee0b,2015-03-15,55000.0,40,40,2015,3,15,2021-07-26,2325
F,51,9a800ada59,2018-05-15,30000.0,50,50,2018,5,15,2021-07-26,1168
F,25,93e6fefaf5,2017-06-06,45000.0,20,25,2017,6,6,2021-07-26,1511
M,51,f78d6294f1,2017-01-02,62000.0,50,50,2017,1,2,2021-07-26,1666
M,45,16f15408b8,2017-08-13,99000.0,40,45,2017,8,13,2021-07-26,1443
M,73,b42f41ce04,2018-07-18,52000.0,70,70,2018,7,18,2021-07-26,1104
M,65,dc5b925a97,2018-05-19,58000.0,60,65,2018,5,19,2021-07-26,1164
M,63,0ad738158c,2015-12-29,89000.0,60,60,2015,12,29,2021-07-26,2036
M,93,04e5255c9e,2017-09-04,35000.0,90,90,2017,9,4,2021-07-26,1421
M,55,a1a85bdfc4,2018-02-19,30000.0,50,55,2018,2,19,2021-07-26,1253
M,91,ac088277f8,2017-11-09,51000.0,90,90,2017,11,9,2021-07-26,1355
M,47,7be5dd52d7,2017-03-26,71000.0,40,45,2017,3,26,2021-07-26,1583
M,26,7f4fc4cfd7,2018-05-21,67000.0,20,25,2018,5,21,2021-07-26,1162
M,71,6ccf170a9d,2018-01-21,51000.0,70,70,2018,1,21,2021-07-26,1282
F,38,1042af9d04,2016-03-25,64000.0,30,35,2016,3,25,2021-07-26,1949
M,22,328327009f,2018-01-15,43000.0,20,20,2018,1,15,2021-07-26,1288
F,70,5f2122ef94,2017-04-14,118000.0,70,70,2017,4,14,2021-07-26,1564
F,68,4eeb7adcea,2017-08-19,106000.0,60,65,2017,8,19,2021-07-26,1437
M,31,6a23779165,2016-11-13,65000.0,30,30,2016,11,13,2021-07-26,1716
F,54,ada8599498,2016-03-22,116000.0,50,50,2016,3,22,2021-07-26,1952
F,41,9c1c85ddf8,2015-12-13,33000.0,40,40,2015,12,13,2021-07-26,2052
M,24,4b56c0a9cb,2016-01-29,40000.0,20,20,2016,1,29,2021-07-26,2005
F,71,e27fcf7e56,2016-08-10,82000.0,70,70,2016,8,10,2021-07-26,1811
M,48,a9a42f9974,2017-12-05,70000.0,40,45,2017,12,5,2021-07-26,1329
F,83,20cd258497,2016-12-16,97000.0,80,80,2016,12,16,2021-07-26,1683
M,73,e6df159b1d,2014-11-08,59000.0,70,70,2014,11,8,2021-07-26,2452
F,29,2dd53b01b1,2017-04-28,68000.0,20,25,2017,4,28,2021-07-26,1550
F,88,2f6d96b100,2017-09-11,92000.0,80,85,2017,9,11,2021-07-26,1414
F,27,122a741031,2018-02-25,58000.0,20,25,2018,2,25,2021-07-26,1247
M,40,abc440bf04,2017-08-05,89000.0,40,40,2017,8,5,2021-07-26,1451
F,46,a6b4c79f7d,2018-01-14,51000.0,40,45,2018,1,14,2021-07-26,1289
M,64,ce0d0f8ee7,2017-09-18,68000.0,60,60,2017,9,18,2021-07-26,1407
M,34,f28b37ab06,2017-09-30,37000.0,30,30,2017,9,30,2021-07-26,1395
M,49,9b70ea1d00,2017-07-27,73000.0,40,45,2017,7,27,2021-07-26,1460
M,69,dcbfaa28be,2017-11-07,106000.0,60,65,2017,11,7,2021-07-26,1357
M,85,729c1f0074,2017-12-30,33000.0,80,85,2017,12,30,2021-07-26,1304
M,57,a6df48f310,2017-05-20,98000.0,50,55,2017,5,20,2021-07-26,1528
M,34,9a9a6f4440,2014-11-15,31000.0,30,30,2014,11,15,2021-07-26,2445
F,52,82a45f1e6e,2018-03-23,34000.0,50,50,2018,3,23,2021-07-26,1221
F,64,9425507b62,2015-05-06,86000.0,60,60,2015,5,6,2021-07-26,2273
M,43,0ebc3c4c39,2016-09-10,41000.0,40,40,2016,9,10,2021-07-26,1780
M,68,65d4a94bef,2018-01-27,59000.0,60,65,2018,1,27,2021-07-26,1276
F,64,762384c719,2017-02-20,94000.0,60,60,2017,2,20,2021-07-26,1617
M,100,b12e8e0f14,2015-09-11,98000.0,100,100,2015,9,11,2021-07-26,2145
F,42,3c73cc2b1d,2018-01-19,65000.0,40,40,2018,1,19,2021-07-26,1284
M,51,bbc52c2e02,2015-05-20,66000.0,50,50,2015,5,20,2021-07-26,2259
F,19,1845024a27,2017-12-05,61000.0,10,15,2017,12,5,2021-07-26,1329
M,34,5c6c1b8f33,2018-05-17,31000.0,30,30,2018,5,17,2021-07-26,1166
O,30,a349c2f0f9,2017-04-01,31000.0,30,30,2017,4,1,2021-07-26,1577
M,62,9fa090f47e,2017-06-21,72000.0,60,60,2017,6,21,2021-07-26,1496
F,58,e88c17e2c4,2018-06-25,100000.0,50,55,2018,6,25,2021-07-26,1127
M,24,b9ad4c8fa6,2017-12-13,35000.0,20,20,2017,12,13,2021-07-26,1321
F,70,db74513485,2016-06-20,89000.0,70,70,2016,6,20,2021-07-26,1862
M,55,86b493a2b7,2016-01-30,72000.0,50,55,2016,1,30,2021-07-26,2004
M,71,19bb40e11c,2015-06-23,44000.0,70,70,2015,6,23,2021-07-26,2225
F,65,88c7a3b182,2016-08-02,84000.0,60,65,2016,8,2,2021-07-26,1819
M,26,baee2ca261,2014-03-16,33000.0,20,25,2014,3,16,2021-07-26,2689
M,72,b1b28e36ca,2015-10-17,34000.0,70,70,2015,10,17,2021-07-26,2109
F,82,7085f1da46,2016-04-01,90000.0,80,80,2016,4,1,2021-07-26,1942
M,58,c76409fa00,2018-01-04,80000.0,50,55,2018,1,4,2021-07-26,1299
M,21,df0c23fc24,2017-01-01,41000.0,20,20,2017,1,1,2021-07-26,1667
M,65,0d9a55f449,2016-09-14,117000.0,60,65,2016,9,14,2021-07-26,1776
M,25,54570dbe1e,2018-06-02,39000.0,20,25,2018,6,2,2021-07-26,1150
M,26,5c9f1db7c5,2017-05-26,60000.0,20,25,2017,5,26,2021-07-26,1522
F,58,ceb84b3f2d,2016-08-31,94000.0,50,55,2016,8,31,2021-07-26,1790
F,51,8c53deaf7e,2016-12-22,75000.0,50,50,2016,12,22,2021-07-26,1677
F,69,552d9d2c23,2016-08-06,71000.0,60,65,2016,8,6,2021-07-26,1815
F,54,2459a2c15a,2017-11-07,103000.0,50,50,2017,11,7,2021-07-26,1357
M,42,894d854136,2017-09-16,78000.0,40,40,2017,9,16,2021-07-26,1409
F,62,393d784a3d,2018-03-08,41000.0,60,60,2018,3,8,2021-07-26,1236
F,80,f476808876,2018-06-24,64000.0,80,80,2018,6,24,2021-07-26,1128
F,75,5444d82e1e,2017-12-09,67000.0,70,75,2017,12,9,2021-07-26,1325
M,26,f1a6b06e6d,2018-02-13,49000.0,20,25,2018,2,13,2021-07-26,1259
M,73,81f457a1ec,2017-11-19,72000.0,70,70,2017,11,19,2021-07-26,1345
M,33,bcb8164ebb,2015-09-02,72000.0,30,30,2015,9,2,2021-07-26,2154
M,28,d20b60b322,2018-05-11,37000.0,20,25,2018,5,11,2021-07-26,1172
M,57,7a8c5a6d09,2015-12-21,46000.0,50,55,2015,12,21,2021-07-26,2044
M,54,fe165534ac,2015-09-29,65000.0,50,50,2015,9,29,2021-07-26,2127
F,50,05a4da5c46,2017-09-02,102000.0,50,50,2017,9,2,2021-07-26,1423
M,67,04c66db492,2017-08-02,99000.0,60,65,2017,8,2,2021-07-26,1454
F,60,ace621b266,2018-04-25,83000.0,60,60,2018,4,25,2021-07-26,1188
M,66,69e6c4ed12,2016-08-06,42000.0,60,65,2016,8,6,2021-07-26,1815
M,70,a59bfb59c7,2015-11-24,74000.0,70,70,2015,11,24,2021-07-26,2071
F,24,917dee13d2,2017-12-20,68000.0,20,20,2017,12,20,2021-07-26,1314
M,60,fbf462221c,2016-10-25,79000.0,60,60,2016,10,25,2021-07-26,1735
M,46,3874c70761,2018-05-30,79000.0,40,45,2018,5,30,2021-07-26,1153
F,25,6de6f7e081,2018-04-22,67000.0,20,25,2018,4,22,2021-07-26,1191
F,59,ea1564ae2f,2016-12-13,76000.0,50,55,2016,12,13,2021-07-26,1686
F,56,195e944f93,2017-09-20,38000.0,50,55,2017,9,20,2021-07-26,1405
M,25,400ec2d341,2018-05-12,60000.0,20,25,2018,5,12,2021-07-26,1171
F,53,bdd90dd8f4,2017-05-31,65000.0,50,50,2017,5,31,2021-07-26,1517
F,39,5cca371ebf,2016-07-02,96000.0,30,35,2016,7,2,2021-07-26,1850
M,64,f1235afae5,2015-04-13,70000.0,60,60,2015,4,13,2021-07-26,2296
M,47,f713a6084a,2014-09-01,45000.0,40,45,2014,9,1,2021-07-26,2520
M,35,dc8ec6bd92,2016-09-15,61000.0,30,35,2016,9,15,2021-07-26,1775
M,40,06ccdaa9fb,2017-11-18,51000.0,40,40,2017,11,18,2021-07-26,1346
M,82,d0c81b8228,2017-07-06,73000.0,80,80,2017,7,6,2021-07-26,1481
M,18,49fc32bb19,2017-09-07,56000.0,10,15,2017,9,7,2021-07-26,1418
F,66,8cccede34f,2017-11-21,73000.0,60,65,2017,11,21,2021-07-26,1343
F,68,92ef36388e,2018-05-08,82000.0,60,65,2018,5,8,2021-07-26,1175
M,50,cb1e075f87,2015-10-17,56000.0,50,50,2015,10,17,2021-07-26,2109
F,84,d55b20f1e6,2017-08-16,45000.0,80,80,2017,8,16,2021-07-26,1440
M,66,d0fd792593,2018-02-19,70000.0,60,65,2018,2,19,2021-07-26,1253
M,55,d41e89f8d3,2016-04-10,56000.0,50,55,2016,4,10,2021-07-26,1933
M,64,0222d26744,2018-01-02,43000.0,60,60,2018,1,2,2021-07-26,1301
M,83,2d2be61916,2017-08-27,97000.0,80,80,2017,8,27,2021-07-26,1429
F,87,ea3ec5b660,2018-04-08,48000.0,80,85,2018,4,8,2021-07-26,1205
M,64,fa68a4bae5,2017-12-21,36000.0,60,60,2017,12,21,2021-07-26,1313
F,23,e3f4b96fff,2016-11-30,70000.0,20,20,2016,11,30,2021-07-26,1699
M,24,f293aff293,2015-09-21,39000.0,20,20,2015,9,21,2021-07-26,2135
M,58,533a423902,2017-06-06,109000.0,50,55,2017,6,6,2021-07-26,1511
F,27,079a60e8e7,2016-12-31,66000.0,20,25,2016,12,31,2021-07-26,1668
M,76,6597e5ab63,2018-07-26,92000.0,70,75,2018,7,26,2021-07-26,1096
F,60,1a907d3e0c,2016-02-15,100000.0,60,60,2016,2,15,2021-07-26,1988
M,64,9d761dd3df,2015-10-08,68000.0,60,60,2015,10,8,2021-07-26,2118
M,40,7e57c2338d,2018-02-24,51000.0,40,40,2018,2,24,2021-07-26,1248
M,25,bc0c2b81cb,2017-10-08,34000.0,20,25,2017,10,8,2021-07-26,1387
M,74,aa7b82d8ec,2017-10-04,57000.0,70,70,2017,10,4,2021-07-26,1391
F,56,f57a5103c7,2017-02-20,59000.0,50,55,2017,2,20,2021-07-26,1617
M,58,fa08f4ff03,2018-06-20,39000.0,50,55,2018,6,20,2021-07-26,1132
M,76,73f25ac9f1,2018-01-01,52000.0,70,75,2018,1,1,2021-07-26,1302
M,46,530cc2d0fe,2016-01-15,68000.0,40,45,2016,1,15,2021-07-26,2019
F,25,68d2e48c14,2017-12-30,36000.0,20,25,2017,12,30,2021-07-26,1304
M,64,a147578205,2018-07-10,62000.0,60,60,2018,7,10,2021-07-26,1112
M,20,714074e087,2014-07-29,37000.0,20,20,2014,7,29,2021-07-26,2554
M,58,1dd9b77fc6,2018-04-10,57000.0,50,55,2018,4,10,2021-07-26,1203
M,60,4fdfb0cfb2,2017-10-24,40000.0,60,60,2017,10,24,2021-07-26,1371
F,49,0978745a7e,2016-11-13,77000.0,40,45,2016,11,13,2021-07-26,1716
M,62,6d649a9004,2017-11-19,42000.0,60,60,2017,11,19,2021-07-26,1345
F,39,acc542a6f0,2017-12-29,31000.0,30,35,2017,12,29,2021-07-26,1305
M,51,39f0ce98d4,2017-07-28,54000.0,50,50,2017,7,28,2021-07-26,1459
F,75,682e67b90c,2017-11-11,34000.0,70,75,2017,11,11,2021-07-26,1353
M,69,ab63448d1c,2015-11-13,57000.0,60,65,2015,11,13,2021-07-26,2082
M,41,f56aa449c9,2018-03-31,53000.0,40,40,2018,3,31,2021-07-26,1213
F,52,8bde85edb3,2018-04-17,67000.0,50,50,2018,4,17,2021-07-26,1196
F,53,227f56602a,2018-01-25,105000.0,50,50,2018,1,25,2021-07-26,1278
M,31,8242c1a47a,2017-12-27,45000.0,30,30,2017,12,27,2021-07-26,1307
F,58,00d6dc87be,2017-12-11,115000.0,50,55,2017,12,11,2021-07-26,1323
M,24,dd2676580c,2015-02-20,32000.0,20,20,2015,2,20,2021-07-26,2348
F,48,db23badcb0,2016-01-21,85000.0,40,45,2016,1,21,2021-07-26,2013
M,52,b9c53d6ca6,2017-10-04,37000.0,50,50,2017,10,4,2021-07-26,1391
M,37,9535686d9d,2017-10-16,48000.0,30,35,2017,10,16,2021-07-26,1379
F,36,71d13b84b3,2017-11-15,31000.0,30,35,2017,11,15,2021-07-26,1349
M,67,60b53f17b0,2017-05-15,106000.0,60,65,2017,5,15,2021-07-26,1533
F,53,98e2c9e8ee,2016-11-18,67000.0,50,50,2016,11,18,2021-07-26,1711
F,99,57accabdb8,2015-11-13,85000.0,90,95,2015,11,13,2021-07-26,2082
F,50,39b819c47d,2018-01-08,115000.0,50,50,2018,1,8,2021-07-26,1295
F,58,d2c4538caa,2017-05-17,100000.0,50,55,2017,5,17,2021-07-26,1531
M,66,98aeea48f0,2018-07-15,53000.0,60,65,2018,7,15,2021-07-26,1107
F,32,0d837358d6,2017-11-24,51000.0,30,30,2017,11,24,2021-07-26,1340
F,24,48740c646d,2017-01-28,45000.0,20,20,2017,1,28,2021-07-26,1640
F,68,cceb6bbb62,2013-12-31,71000.0,60,65,2013,12,31,2021-07-26,2764
M,65,8206aac80c,2017-10-03,74000.0,60,65,2017,10,3,2021-07-26,1392
M,56,933cde0823,2016-02-28,106000.0,50,55,2016,2,28,2021-07-26,1975
M,76,df83b0bc22,2018-04-26,49000.0,70,75,2018,4,26,2021-07-26,1187
M,68,1174368d58,2015-12-11,52000.0,60,65,2015,12,11,2021-07-26,2054
M,93,09367ecb1e,2017-12-18,52000.0,90,90,2017,12,18,2021-07-26,1316
M,47,459b23e2c3,2017-01-09,57000.0,40,45,2017,1,9,2021-07-26,1659
M,53,790b4a1a2c,2017-08-02,53000.0,50,50,2017,8,2,2021-07-26,1454
M,29,66fcab7f93,2018-05-25,45000.0,20,25,2018,5,25,2021-07-26,1158
F,66,3a606d52b1,2018-01-09,72000.0,60,65,2018,1,9,2021-07-26,1294
F,78,9dcfbbcd17,2016-08-01,115000.0,70,75,2016,8,1,2021-07-26,1820
F,38,9e109816dd,2017-11-13,61000.0,30,35,2017,11,13,2021-07-26,1351
M,76,d6892242c9,2017-07-30,36000.0,70,75,2017,7,30,2021-07-26,1457
O,61,9279212124,2017-12-07,53000.0,60,60,2017,12,7,2021-07-26,1327
M,78,b7fd24c0df,2017-11-19,64000.0,70,75,2017,11,19,2021-07-26,1345
M,49,f7fca0d04d,2016-07-31,107000.0,40,45,2016,7,31,2021-07-26,1821
M,51,485b31a94d,2015-11-28,60000.0,50,50,2015,11,28,2021-07-26,2067
M,32,b7304b8578,2015-09-08,50000.0,30,30,2015,9,8,2021-07-26,2148
M,61,9f9aedfb14,2018-02-02,106000.0,60,60,2018,2,2,2021-07-26,1270
M,49,50db32c4a9,2017-10-01,44000.0,40,45,2017,10,1,2021-07-26,1394
F,84,b657f02caf,2017-09-18,38000.0,80,80,2017,9,18,2021-07-26,1407
M,58,4554899ee8,2018-03-22,87000.0,50,55,2018,3,22,2021-07-26,1222
F,56,428111c513,2016-06-02,104000.0,50,55,2016,6,2,2021-07-26,1880
M,51,4eb736ce28,2018-04-17,55000.0,50,50,2018,4,17,2021-07-26,1196
F,67,d89a3cfaa8,2018-05-17,95000.0,60,65,2018,5,17,2021-07-26,1166
F,52,7d76c5a597,2013-10-21,97000.0,50,50,2013,10,21,2021-07-26,2835
F,86,84d9707ab6,2017-02-02,92000.0,80,85,2017,2,2,2021-07-26,1635
F,30,2d681721c6,2016-09-03,34000.0,30,30,2016,9,3,2021-07-26,1787
M,46,412db1d3f6,2018-07-15,79000.0,40,45,2018,7,15,2021-07-26,1107
F,51,fe466882b4,2016-07-08,77000.0,50,50,2016,7,8,2021-07-26,1844
M,57,185ba3e980,2017-12-20,42000.0,50,55,2017,12,20,2021-07-26,1314
F,52,cdf6ae8754,2017-05-23,40000.0,50,50,2017,5,23,2021-07-26,1525
F,72,7c7a0ab010,2016-10-06,92000.0,70,70,2016,10,6,2021-07-26,1754
M,62,e36d2aaaff,2017-10-21,46000.0,60,60,2017,10,21,2021-07-26,1374
M,62,71cc818150,2017-04-28,89000.0,60,60,2017,4,28,2021-07-26,1550
F,91,8fb9bc325b,2014-04-07,71000.0,90,90,2014,4,7,2021-07-26,2667
F,51,8c5d23d8e1,2017-07-28,57000.0,50,50,2017,7,28,2021-07-26,1459
O,55,98eecc7236,2017-09-26,69000.0,50,55,2017,9,26,2021-07-26,1399
F,54,2d4d590ae6,2018-05-15,99000.0,50,50,2018,5,15,2021-07-26,1168
F,64,a56e6aadf8,2018-07-01,99000.0,60,60,2018,7,1,2021-07-26,1121
F,65,2a11c6a53a,2016-12-16,43000.0,60,65,2016,12,16,2021-07-26,1683
F,38,2be23fa758,2017-06-18,38000.0,30,35,2017,6,18,2021-07-26,1499
M,73,a159f8df69,2017-01-30,52000.0,70,70,2017,1,30,2021-07-26,1638
F,91,a24c2ccbff,2016-09-04,31000.0,90,90,2016,9,4,2021-07-26,1786
M,69,bcb740eb70,2018-05-25,53000.0,60,65,2018,5,25,2021-07-26,1158
F,67,294d70ffce,2016-04-20,68000.0,60,65,2016,4,20,2021-07-26,1923
M,58,ac924b1097,2017-08-13,110000.0,50,55,2017,8,13,2021-07-26,1443
M,47,8a6e50368e,2017-12-28,53000.0,40,45,2017,12,28,2021-07-26,1306
F,67,89b1040ec5,2017-10-17,80000.0,60,65,2017,10,17,2021-07-26,1378
M,64,6a6eace355,2015-09-25,56000.0,60,60,2015,9,25,2021-07-26,2131
M,50,8b686e3e4e,2017-10-16,83000.0,50,50,2017,10,16,2021-07-26,1379
F,41,92d6483236,2016-01-04,72000.0,40,40,2016,1,4,2021-07-26,2030
M,43,aab351e60e,2015-11-02,72000.0,40,40,2015,11,2,2021-07-26,2093
M,48,38a9ec4b59,2016-08-01,32000.0,40,45,2016,8,1,2021-07-26,1820
M,78,e9fb6ed2ce,2015-04-21,55000.0,70,75,2015,4,21,2021-07-26,2288
M,74,b27f647d39,2018-05-01,69000.0,70,70,2018,5,1,2021-07-26,1182
M,49,47959423ad,2017-04-03,70000.0,40,45,2017,4,3,2021-07-26,1575
F,21,b49c9836c2,2018-01-15,42000.0,20,20,2018,1,15,2021-07-26,1288
M,52,64c72566e5,2017-08-15,31000.0,50,50,2017,8,15,2021-07-26,1441
M,37,e4564aa65a,2018-05-22,74000.0,30,35,2018,5,22,2021-07-26,1161
F,55,b187ddd72f,2017-08-07,83000.0,50,55,2017,8,7,2021-07-26,1449
M,43,a4ecd1ebb1,2018-07-11,93000.0,40,40,2018,7,11,2021-07-26,1111
M,63,3db61fc5bd,2016-10-06,49000.0,60,60,2016,10,6,2021-07-26,1754
F,30,991321fedc,2017-03-05,75000.0,30,30,2017,3,5,2021-07-26,1604
M,19,2e382077cd,2017-10-26,71000.0,10,15,2017,10,26,2021-07-26,1369
